OTUID,BR1,BR2,BR3,C1,C2,C3,C4,C5,C6,C7,C8,C9,CN1,CN2,CN3,Coral,DC1,DC2,DC3,DU1,DU2,DU3,EL1,EL2,EL3,HB1,HB2,HB3,HN1,HN2,HN3,KN1,KN2,KN3,MB1,MB2,MB3,MN1,MN2,MN3,NK1,NK2,NK3,NTC,PA1,PA2,PA3,PCR1,PE1,PE2,PE3,RB1,RB2,RB3,RN1,RN2,RN3,SM1,SM2,SM3,SN1,SN2,SN3,SY1,SY2,SY3,TB1,TB2,TB3,
OTU_1,6052,2224,1843,0,3,129,0,0,0,0,0,0,26514,22383,23457,0,0,0,0,0,0,0,5127,5124,6312,32260,32047,31897,62116,39303,29539,8905,9020,12347,19464,20607,19580,13591,12932,8092,9494,6648,12568,10,5369,5686,4195,0,20912,34240,24686,0,0,0,0,0,0,12369,10049,5162,12630,17833,13715,10810,18745,16535,608,602,525
OTU_10,2488,895,809,0,0,42,0,0,0,0,0,0,8463,6764,7482,0,0,0,0,114,124,107,1230,1170,1705,9831,12104,12289,28851,17978,12990,983,981,1297,2992,3354,3068,2017,1638,1186,1109,728,1363,0,1681,1758,1377,0,3297,4940,4133,1016,878,1081,83,113,88,6373,5143,2536,3534,4176,3504,1266,2362,2143,2935,2787,2609
OTU_100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,44,0,0,0,0,0,50,76,0,0,0,655,814,873,107,78,40,85,58,116,4275,4660,4649,1590,1384,932,36,39,46,0,0,0,0,0,0,91,66,564,458,551,71,94,61,384,365,157,55,71,56,137,225,247,100,91,95
OTU_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,296,214,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,166,56,121,152,114,24,54,63,0,0,0
OTU_10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_10017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
